sig, CR, VR, SR, CR_TrigCut, VR_TrigCut, SR_TrigCut, CR_ratio, VR_ratio, SR_ratio
sig_NMSSM_bbbb_MX_1100_MY_300, 2504.0, 3500.0, 28382.0, 2489.0, 3487.0, 28319.0, 0.994009584665, 0.996285714286, 0.997780283278
sig_NMSSM_bbbb_MX_1100_MY_400, 2734.0, 3867.0, 30648.0, 2723.0, 3860.0, 30593.0, 0.995976591075, 0.998189811223, 0.998205429392
sig_NMSSM_bbbb_MX_1100_MY_500, 2986.0, 3692.0, 29216.0, 2976.0, 3685.0, 29164.0, 0.996651038178, 0.998104008667, 0.998220153341
sig_NMSSM_bbbb_MX_1100_MY_600, 3220.0, 3894.0, 27922.0, 3210.0, 3884.0, 27873.0, 0.996894409938, 0.997431946584, 0.998245111382
sig_NMSSM_bbbb_MX_1100_MY_700, 3486.0, 4025.0, 27343.0, 3478.0, 4019.0, 27282.0, 0.997705106139, 0.99850931677, 0.997769081666
sig_NMSSM_bbbb_MX_1100_MY_800, 3176.0, 3602.0, 22754.0, 3165.0, 3591.0, 22668.0, 0.996536523929, 0.996946141033, 0.996220444757
sig_NMSSM_bbbb_MX_1100_MY_900, 4798.0, 5423.0, 35189.0, 4777.0, 5392.0, 34893.0, 0.995623176323, 0.99428360686, 0.991588280429
sig_NMSSM_bbbb_MX_1200_MY_90, 899.0, 1526.0, 10305.0, 897.0, 1523.0, 10284.0, 0.997775305895, 0.998034076016, 0.997962154294
sig_NMSSM_bbbb_MX_1200_MY_100, 669.0, 1555.0, 14111.0, 661.0, 1549.0, 14075.0, 0.988041853513, 0.9961414791, 0.997448798809
sig_NMSSM_bbbb_MX_1200_MY_125, 378.0, 931.0, 23735.0, 373.0, 928.0, 23704.0, 0.986772486772, 0.996777658432, 0.998693911944
sig_NMSSM_bbbb_MX_1200_MY_150, 1157.0, 2710.0, 26064.0, 1150.0, 2705.0, 26017.0, 0.993949870354, 0.99815498155, 0.99819674647
sig_NMSSM_bbbb_MX_1200_MY_200, 2612.0, 3250.0, 26988.0, 2604.0, 3242.0, 26942.0, 0.996937212864, 0.997538461538, 0.998295538758
sig_NMSSM_bbbb_MX_1200_MY_250, 2255.0, 3072.0, 24655.0, 2252.0, 3065.0, 24621.0, 0.99866962306, 0.997721354167, 0.998620969377
sig_NMSSM_bbbb_MX_1200_MY_300, 2404.0, 3320.0, 27696.0, 2396.0, 3313.0, 27646.0, 0.996672212978, 0.997891566265, 0.998194685153
sig_NMSSM_bbbb_MX_1200_MY_400, 2787.0, 3830.0, 31234.0, 2774.0, 3821.0, 31189.0, 0.995335486186, 0.997650130548, 0.998559262342
sig_NMSSM_bbbb_MX_1200_MY_500, 2896.0, 4112.0, 32704.0, 2890.0, 4104.0, 32660.0, 0.997928176796, 0.998054474708, 0.998654598826
sig_NMSSM_bbbb_MX_1200_MY_600, 3063.0, 3950.0, 30071.0, 3053.0, 3942.0, 30022.0, 0.996735226902, 0.997974683544, 0.998370523095
sig_NMSSM_bbbb_MX_1200_MY_700, 3357.0, 4015.0, 28942.0, 3352.0, 4009.0, 28894.0, 0.998510574918, 0.998505603985, 0.998341510607
sig_NMSSM_bbbb_MX_1200_MY_800, 3705.0, 4134.0, 27366.0, 3700.0, 4121.0, 27310.0, 0.998650472335, 0.996855345912, 0.997953665132
sig_NMSSM_bbbb_MX_1200_MY_900, 3434.0, 3774.0, 23570.0, 3422.0, 3759.0, 23500.0, 0.996505532906, 0.996025437202, 0.997030123038
sig_NMSSM_bbbb_MX_1200_MY_1000, 5013.0, 5590.0, 34342.0, 4981.0, 5564.0, 34081.0, 0.993616596848, 0.995348837209, 0.992399976705
sig_NMSSM_bbbb_MX_1400_MY_90, 809.0, 1194.0, 7625.0, 803.0, 1186.0, 7604.0, 0.992583436341, 0.993299832496, 0.997245901639
sig_NMSSM_bbbb_MX_1400_MY_100, 640.0, 1318.0, 10440.0, 637.0, 1311.0, 10412.0, 0.9953125, 0.99468892261, 0.997318007663
sig_NMSSM_bbbb_MX_1400_MY_125, 402.0, 885.0, 17633.0, 397.0, 880.0, 17610.0, 0.987562189055, 0.994350282486, 0.998695627517
sig_NMSSM_bbbb_MX_1400_MY_150, 1352.0, 2611.0, 20852.0, 1351.0, 2605.0, 20820.0, 0.99926035503, 0.997702029874, 0.998465375024
sig_NMSSM_bbbb_MX_1400_MY_200, 2583.0, 2901.0, 20938.0, 2576.0, 2894.0, 20914.0, 0.9972899729, 0.997587038952, 0.998853758716
